"team","birth_date","age","player_id","position","full_name"
"NULL","1998-09-25","26","11060","RB","Robert Burns"
"CAR","1996-11-21","28","7427","TE","Tyler Mabry"
"NULL","1989-05-14","32","515","TE","Rob Gronkowski"
"ATL","2001-03-06","24","11806","WR","Casey Washington"
"NULL","1997-02-25","24","5941","WR","Felton Davis"
"NULL","1996-10-02","27","6068","RB","Devine Ozigbo"
"CIN","1996-04-11","29","6111","QB","Jake Browning"
"NULL","2002-07-28","22","12965","QB","Ethan Garbers"
"NULL","1994-08-01","27","5733","TE","Clayton Wilson"
"NULL","1997-04-19","23","7102","QB","Mason Fine"
"NULL","NULL","NULL","8430","QB","Player Invalid"
"NULL","1996-09-10","27","6018","TE","Zach Gentry"
"NULL","1995-11-26","26","4289","WR","Ishmael Zamora"
"NULL","NULL","NULL","6586","TE","Moral Stephens"
"NULL","1993-03-08","28","5138","RB","Martez Carter"
"NULL","1991-12-29","30","2252","WR","Corey Washington"
"CHI","2000-09-13","24","13080","RB","Deion Hankins"
"NULL","1990-02-14","31","1149","WR","Alshon Jeffery"
"NULL","NULL","NULL","6663","WR","Micah Wright"
"DEN","1998-09-30","26","7583","QB","Sam Ehlinger"
"NULL","NULL","NULL","11622","WR","Player Invalid"
"NULL","1996-05-31","25","6637","RB","Nico Evans"
"NULL","1991-11-06","33","2903","QB","Shane Carden"
"NULL","1993-11-30","28","3715","TE","Cole Wick"
"NULL","1996-09-24","25","7156","QB","J'Mar Smith"
"NULL","1995-11-16","29","5284","RB","Jeff Wilson"
"NYG","NULL","NULL","13129","TE","Jermaine Terry"
"NULL","1994-09-11","27","4445","WR","Keon Hatcher"
"NULL","1996-10-23","27","6380","WR","Davion Davis"
"NULL","1994-05-17","27","3762","WR","Brandon Shippen"
"BAL","1994-03-16","23","4744","TE","Barrett Burns"
"NULL","1988-07-28","29","1109","QB","Chandler Harnish"
"CHI","2002-06-03","23","11620","WR","Rome Odunze"
"NULL","1995-12-20","27","5289","WR","Cameron Batson"
"NULL","NULL","NULL","11602","TE","Player Invalid"
"NULL","1994-09-16","27","6019","WR","Johnnie Dixon"
"NULL","1992-02-12","29","2583","WR","Tyrell Williams"
"ARI","2000-02-23","25","10232","WR","Michael Wilson"
"NULL","1989-07-17","29","1237","QB","Dominique Davis"
"NULL","NULL","NULL","8575","TE","Erik Krommenhoek"
"KC","2001-08-15","23","12810","WR","Elijhah Badger"
"NULL","1989-08-22","33","1071","WR","Mohamed Sanu"
"KC","1999-10-06","25","12435","TE","Geor'Quarius Spivey"
"NULL","1994-11-18","27","4200","WR","DeAngelo Yancey"
"GB","1998-11-02","26","6804","QB","Jordan Love"
"NULL","1994-11-15","30","3225","WR","Tyler Boyd"
"NULL","1991-11-23","26","3922","WR","Montario Hunter"
"LAC","2000-03-14","25","12549","TE","Jordan Petaia"
"NULL","1993-08-13","27","2596","TE","Wes Saxton"
"NULL","1996-01-16","25","6260","TE","Jake Powell"
"NULL","1999-03-25","22","7874","WR","Jeremiah Haydel"
"NULL","1991-07-23","33","2119","QB","James Franklin"
"NULL","1999-07-23","24","11191","WR","Justin Marshall"
"HOU","1995-10-06","29","5121","WR","Braxton Berrios"
"DEN","1998-01-02","24","7093","RB","Adrian Killins"
"NULL","1999-01-13","26","12360","WR","Latreal Jones"
"NULL","1985-05-17","37","24","QB","Matt Ryan"
"NULL","1990-09-20","31","2257","RB","Carlos Hyde"
"NULL","1999-07-01","23","8236","WR","Jerreth Sterns"
"NULL","1999-12-09","25","11099","WR","Kearis Jackson"
"NULL","1995-10-05","26","5263","QB","Chase Litton"
"NULL","1992-12-06","27","5267","WR","JJ Jones"
"HOU","2000-07-18","25","8147","WR","John Metchie"
"NYJ","1999-06-06","26","9483","TE","Zack Kuntz"
"NULL","1993-07-04","28","5283","WR","Ka'Raun White"
"NULL","1998-04-10","26","7956","WR","Cade Johnson"
"NULL","NULL","NULL","13136","WR","Redd Douglas"
"CIN","2000-09-13","24","11592","TE","Erick All"
"MIA","1997-03-21","28","7496","WR","Nick Westbrook-Ikhine"
"NULL","1988-06-05","32","810","QB","Ryan Mallett"
"NULL","1999-04-02","25","11224","TE","Griffin Hebert"
"DET","1994-08-08","30","3634","WR","Kalif Raymond"
"NULL","1999-10-25","25","12018","WR","Sam Pinckney"
"ATL","1995-01-03","30","5773","WR","KhaDarel Hodge"
"MIN","1997-07-17","28","11520","WR","Lucky Jackson"
"NULL","1994-11-30","27","2940","WR","Des Lawrence"
"BAL","1993-11-21","31","4574","QB","Cooper Rush"
"NULL","1986-12-31","33","626","TE","Jim Dray"
"NULL","1994-09-09","27","5663","RB","Shane Wimann"
"NULL","1994-05-09","27","6205","QB","Brandon Silvers"
"DET","1998-01-13","27","9998","QB","Hendon Hooker"
"GB","2000-03-09","25","8500","TE","John FitzPatrick"
"TB","1996-02-27","29","4037","WR","Chris Godwin"
"NULL","1995-06-15","27","5244","WR","Devin Gray"
"NULL","1995-09-03","26","4222","QB","Brad Kaaya"
"NULL","1989-02-02","31","1709","RB","Fozzy Whittaker"
"NULL","2000-04-07","25","11606","TE","Dallin Holker"
"NULL","1995-09-05","28","5137","WR","Richie James"
"NULL","1997-08-01","24","7243","QB","Kevin Davidson"
"NULL","1990-05-27","27","1503","RB","Michael Ford"
"NULL","1998-03-30","24","8553","QB","Tre Ford"
"NULL","1984-10-27","32","671","QB","Brady Quinn"
"NULL","2000-01-06","25","12270","QB","Andrew Peasley"
"CIN","2002-08-23","22","12753","WR","Jamoi Mayes"
"NULL","1994-07-05","27","6375","TE","Jerome Washington"
"NULL","1989-04-17","29","1654","TE","Zach Sudfeld"
"NULL","1981-12-12","35","258","RB","Ronnie Brown"
"BAL","1994-10-09","30","5013","WR","Anthony Miller"
"NULL","1989-12-02","30","1747","QB","Matthew McGloin"
"NULL","1993-05-17","28","3710","WR","Jace Billingsley"
"NULL","1997-05-12","24","6017","WR","DaMarkus Lodge"
"NULL","1991-10-25","30","4874","TE","Chris Bazile"
"NULL","1992-12-20","25","2682","WR","Christion Jones"
"NULL","1993-12-11","28","4377","WR","Montay Crockett"
"NULL","1998-10-10","23","7858","RB","Brenden Knox"
"NULL","1992-01-22","31","2146","TE","Richard Rodgers"
"TB","2001-09-30","23","11561","QB","Michael Pratt"
"BUF","1996-11-14","28","5906","TE","Dawson Knox"
"ARI","1997-11-05","27","7812","WR","Simi Fehoko"
"JAX","NULL","NULL","12908","WR","Chandler Brayboy"
"NULL","1989-02-22","28","1091","TE","David Paulson"
"NULL","1991-09-19","30","2114","RB","Senorise Perry"
"NULL","1995-09-09","26","5217","TE","Jason Reese"
"WAS","1997-06-10","28","7066","WR","K.J. Osborn"
"NO","1992-04-28","29","1979","QB","Blake Bortles"
"NULL","1990-03-15","31","1104","WR","DeVier Posey"
"NULL","1998-04-12","23","8008","WR","Josh Imatorbhebhe"
"NYG","1999-03-14","26","8475","WR","Montrell Washington"
"NULL","1994-04-09","27","6762","TE","Darion Clark"
"ARI","2000-10-12","24","11921","WR","Xavier Weaver"
"WAS","1986-05-15","39","260","QB","Josh Johnson"
"NULL","NULL","NULL","8113","RB","Player Invalid"
"LAC","1993-03-15","32","2711","QB","Taylor Heinicke"
"LV","1997-09-23","27","6857","WR","Collin Johnson"
"NULL","1983-05-18","35","157","QB","Vince Young"
"NULL","1997-07-09","26","8182","TE","Chase Allen"
"NULL","1989-03-27","29","1316","RB","Emil Igwenagu"
"NULL","1995-07-26","29","4157","RB","Tarik Cohen"
"NULL","1991-08-22","30","2255","WR","Bruce Ellington"
"NULL","1991-06-10","30","2003","WR","Bennie Fowler"
"NULL","1990-12-09","29","2594","RB","Brandon Wegher"
"NULL","NULL","NULL","12285","QB","Cade Peterson"
"NULL","2000-09-05","24","7533","WR","Anthony Schwartz"
"NULL","1996-08-25","25","7460","TE","Jake Burt"
"NULL","1992-04-14","26","2283","RB","James Wilder"
"LAR","1991-11-02","33","1837","QB","Jimmy Garoppolo"
"NULL","1983-07-22","37","57","RB","Steven Jackson"
"NULL","1993-10-03","28","4528","QB","Trevor Knight"
"IND","1999-06-22","26","10220","TE","Will Mallory"
"NULL","1998-07-30","26","12063","QB","Rocky Lombardi"
"CHI","NULL","NULL","13249","TE","Thomas Gordon"
"NULL","1991-02-24","27","2698","RB","Abou Toure"
"NULL","1991-04-13","29","1560","RB","Mike James"
"NYG","2003-04-17","22","13128","RB","Rushawn Baker"
"NULL","NULL","NULL","9507","RB","Titus Swen"
"NULL","1991-06-29","30","1939","WR","Derel Walker"
"NULL","NULL","NULL","12434","RB","Kairee Robinson"
"KC","1999-03-02","26","8205","RB","Isiah Pacheco"
"NULL","1991-12-01","33","2713","WR","Josh Harper"
"NULL","1995-09-07","26","6342","WR","Stephen Louis"
"ATL","1988-08-19","36","1166","QB","Kirk Cousins"
"NULL","NULL","NULL","12468","WR","Player Invalid"
"NULL","1995-11-23","26","8108","WR","DeVonte Dedmon"
"NULL","1991-09-19","33","2767","RB","Jawon Chisholm"
"NYJ","1995-12-11","29","5185","WR","Allen Lazard"
"DAL","1999-01-18","26","8110","TE","Jake Ferguson"
"NULL","1980-03-27","40","5834","TE","Sean Ryan"
"NULL","1985-09-11","32","317","QB","Caleb Hanie"
"NULL","2000-03-27","24","12197","QB","John Paddock"
"NULL","1993-04-16","28","3644","RB","Lawrence Thomas"
"NULL","1997-05-07","25","8251","WR","Calvin Jackson"
"NULL","1991-06-19","30","2620","QB","Jake Heaps"
"NULL","1999-02-12","24","11225","TE","Noah Gindorff"
"NULL","1988-10-09","29","2702","WR","John Chiles"
"NULL","1995-08-14","28","4491","WR","Marcus Kemp"
"NULL","1993-03-04","25","2748","RB","Kevin Monangai"
"SF","1997-10-14","27","7842","TE","Luke Farrell"
"NULL","1996-10-29","25","5136","RB","Josh Adams"
"NULL","1993-01-31","28","3500","WR","Devon Cajuste"
"NULL","1982-10-31","34","450","TE","Billy Bajema"
"NULL","1992-05-13","28","2011","RB","Juwan Thompson"
"NULL","1995-10-13","26","6737","TE","Micky Crum"
"NULL","1987-09-24","32","727","RB","Anthony Dixon"
"NULL","1999-08-09","25","11232","WR","Isaiah Winstead"
"NULL","1991-03-07","30","2871","WR","Isaac Fruechte"
"NULL","NULL","NULL","12239","QB","Peewee Jarrett"
"NULL","1993-10-08","28","4785","WR","Kermit Whitfield"
"NULL","1999-04-19","26","11046","WR","Colton Dowell"
"NULL","1987-03-15","33","558","WR","Eric Decker"
"NULL","1996-08-13","25","6288","WR","Marcus Green"
"NULL","1996-06-26","25","6320","WR","Jonathan Duhart"
"BUF","1996-08-11","28","4082","WR","Curtis Samuel"
"CLE","1997-10-18","24","7048","RB","Benny LeMay"
"NULL","1988-07-27","35","1049","QB","Ryan Tannehill"
"NULL","1994-09-16","27","6686","WR","Joe Horn"
"NULL","1987-09-03","33","511","WR","Marlon Moore"
"NULL","1999-02-27","25","12350","RB","Anthony Grant"
"NULL","1996-07-25","26","5703","WR","Deontez Alexander"
"NULL","NULL","NULL","12976","WR","DeMeer Blankumsee"
"NULL","1992-09-29","29","2222","TE","Austin Seferian-Jenkins"
"NULL","1993-01-26","28","3788","WR","Tanner McEvoy"
"GB","1991-07-06","30","3239","TE","Bronson Kaufusi"
"NULL","1985-10-11","34","328","TE","Kellen Davis"
"NULL","NULL","NULL","12311","WR","Daniel George"
"WAS","1990-11-10","34","1339","TE","Zach Ertz"
"NULL","1995-05-02","26","5155","WR","Corey Willis"
"NULL","1995-08-08","26","4184","TE","Bucky Hodges"
"NULL","1999-01-14","24","8770","WR","Malik Williams"
"NULL","1988-08-21","29","1004","RB","Ben Tate"
"SEA","1998-08-31","26","11280","TE","Brady Russell"
"ARI","2002-07-23","23","11589","RB","Trey Benson"
"NULL","1997-12-17","26","5878","TE","N'Keal Harry"
"NULL","NULL","NULL","8257","QB","Player Invalid"
"NULL","1992-04-29","29","3816","RB","Brandon Brown-Dukes"
"KC","2001-12-16","23","13173","WR","Jimmy Holiday"
"NULL","1996-11-24","28","7143","QB","Ben DiNucci"
"SEA","1998-08-04","27","10867","WR","Jake Bobo"
"BAL","2000-04-18","25","8131","TE","Isaiah Likely"
"NULL","1989-01-30","29","592","RB","Jahvid Best"
"KC","1995-09-17","29","4046","QB","Patrick Mahomes"
"NULL","1998-05-24","26","8938","QB","Nathan Rourke"
"SF","1994-09-21","30","3286","WR","Demarcus Robinson"
"WAS","1998-07-16","27","7609","RB","Demetric Felton"
"CIN","2001-01-29","24","11608","WR","Isaiah Williams"
"NULL","1994-08-03","27","2315","RB","Todd Gurley"
"NULL","1994-12-18","28","4551","WR","Tanner Gentry"
"CLE","2002-02-07","23","12524","QB","Shedeur Sanders"
"NULL","1996-01-11","29","6171","WR","Cody Thompson"
"NULL","1998-10-23","24","11344","WR","Keytaon Thompson"
"NULL","1989-12-21","33","956","RB","Mark Ingram"
"NULL","1991-09-19","30","3514","TE","Jake McGee"
"NULL","1995-05-31","23","3911","WR","Rashaun Simonise"
"CIN","2000-03-01","25","7564","WR","Ja'Marr Chase"
"NULL","2000-11-17","24","8174","RB","Kevin Harris"
"NULL","1995-09-19","26","5462","RB","Christopher Ezeala"
"NULL","1991-06-18","26","1673","WR","Da'Rick Rogers"
"NULL","1999-05-09","25","12235","WR","Marcus Riley"
"NULL","1994-05-31","27","4593","TE","Brandon Barnes"
"NULL","1995-01-23","26","5403","QB","Peter Pujals"
"PHI","1998-12-04","26","8177","TE","Grant Calcaterra"
"NULL","1991-01-05","29","2144","TE","Justin Perillo"
"NULL","1990-07-14","31","1456","WR","Tavarres King"
"NULL","1995-06-23","27","5293","WR","Jordan Veasy"
"PIT","1999-03-24","26","8125","WR","Calvin Austin"
"JAX","1998-07-04","27","7746","WR","Austin Trammell"
"NULL","1992-07-10","29","1986","RB","Storm Johnson"
"JAX","1999-11-01","25","7587","WR","Dyami Brown"
"CHI","1999-08-23","25","12410","WR","John Jackson"
"NULL","1989-09-21","27","2038","TE","Jake Murphy"
"NULL","2000-06-02","24","11897","WR","Jermaine Jackson"
"NULL","1996-08-15","25","8095","TE","Graham Adomitis"
"NULL","2000-09-26","23","11382","WR","Dontay Demus"
"NULL","NULL","NULL","4794","QB","Tommy Armstrong Jr."
"NULL","1993-06-15","28","2452","RB","Jay Ajayi"
"NULL","1992-04-10","28","2907","WR","Ben Edwards"
"NULL","1988-10-03","33","1211","TE","Rhett Ellison"
"DAL","1999-02-27","26","8117","WR","Jalen Tolbert"
"NULL","1997-06-10","24","7483","TE","Farrod Green"
"NULL","1992-12-05","27","2533","WR","Dezmin Lewis"
"NULL","1993-09-01","25","2601","WR","Andre Davis"
"LAC","1998-03-10","27","6797","QB","Justin Herbert"
"NULL","1997-10-10","26","6849","WR","Denzel Mims"
"NULL","1992-09-22","29","3774","TE","Jason Vander Laan"
"BAL","2001-10-02","23","13041","WR","Jahmal Banks"
"NULL","1990-01-30","30","1787","TE","Phillip Supernaw"
"NULL","1990-09-24","28","2912","WR","Joshua Stangby"
"NULL","1996-12-15","28","5884","WR","Kelvin Harmon"
"NULL","1996-01-30","28","5781","WR","Malik Turner"
"NULL","NULL","NULL","11262","TE","Damien Caffrey"
"CIN","1999-01-18","26","6801","WR","Tee Higgins"
"NULL","1994-05-28","27","4669","WR","Andre Patton"
"NULL","1992-04-22","30","1555","WR","Kenny Stills"
"NULL","2000-05-15","24","12149","QB","Gavin Hardison"
"DET","2001-01-12","24","10859","TE","Sam LaPorta"
"NULL","2000-05-02","24","11567","QB","Jordan Travis"
"NULL","1988-03-17","29","990","WR","Kris Durham"
"NULL","1992-12-23","29","2980","WR","Eli Rogers"
"MIN","1998-06-10","27","8660","TE","Leroy Watson"
"NULL","1995-12-14","26","6506","RB","Trayone Gray"
"NULL","NULL","NULL","8699","WR","Cyrus Holder"
"TB","2001-10-01","23","12792","QB","Garrett Greene"
"ATL","1987-11-21","34","812","TE","Lee Smith"
"NULL","NULL","NULL","5609","TE","Stephen Baggett"
"CHI","1997-01-10","28","8921","WR","Maurice Alexander"
"NULL","1990-06-23","31","1755","TE","Keavon Milton"
"NO","2001-10-30","23","12546","RB","Marcus Yarns"
"NULL","1996-07-24","25","6661","WR","Joseph Parker"
"NULL","1991-10-03","30","2534","RB","Kenny Hilliard"
"CLE","2000-12-19","24","11633","WR","Jamari Thrash"
"NULL","1998-10-09","25","8628","WR","Jontre Kirklin"
"NULL","1996-11-12","25","7359","TE","Nakia Griffin-Stewart"
"NULL","1991-10-13","28","2804","WR","Andrew Turzilli"
"NULL","1997-12-18","26","6712","WR","Marcus Simms"
"NULL","2001-06-29","23","12246","TE","Mike Rigerman"
"NULL","NULL","NULL","6629","WR","Brian Burt"
"NULL","1992-11-06","32","3433","WR","Alex Erickson"
"NULL","1991-12-29","28","1487","RB","Joseph Randle"
"CLE","NULL","NULL","13189","WR","Luke Floriea"
"NULL","1997-11-13","25","8638","TE","Grayson Gunter"
"PHI","2002-10-13","22","12868","RB","Montrell Johnson"
"NULL","1996-04-24","28","4111","RB","D'Onta Foreman"
"LV","1996-05-29","29","6386","WR","Alex Bachman"
"NULL","2000-02-15","24","12259","QB","Taulia Tagovailoa"
"NULL","1990-07-19","30","1739","TE","Chase Ford"
"NULL","1991-05-07","29","2050","RB","Branden Oliver"
"NULL","2000-09-18","23","11524","TE","Izaiah Gathings"
"NULL","1993-08-10","28","2785","RB","Gus Johnson"
"MIA","1994-05-04","31","4443","TE","Pharaoh Brown"
"DET","2001-03-08","24","11237","RB","Jacob Saylors"
"CIN","2002-09-25","22","13088","RB","Quali Conley"
"NULL","1997-08-08","24","7078","WR","Tony Brown"
"NULL","1996-09-06","25","6448","RB","Darrin Hall"
"NULL","1993-01-22","30","2399","RB","Ty Montgomery"
"LAR","1997-03-18","28","8414","WR","Britain Covey"
"NULL","NULL","NULL","8417","RB","Player Invalid"
"PHI","1998-11-25","26","8523","TE","Nick Muse"
"NULL","2000-04-01","24","11957","WR","Sam Schnee"
"NULL","1994-07-20","27","5775","WR","Jared Murphy"
"NULL","1994-10-12","27","5539","WR","Derrick Willies"
"NULL","1994-06-11","27","4460","TE","Cole Hikutini"
"NE","2000-12-08","24","9501","WR","DeMario Douglas"
"NULL","1998-06-09","25","7539","RB","Gerrid Doaks"
"MIN","1999-03-02","26","8180","WR","Jalen Nailor"
"NULL","1993-10-12","24","3861","WR","Kieren Duncan"
"NULL","1996-06-12","25","5256","TE","DeAndre Goolsby"
"NULL","1995-12-22","26","4994","RB","Kalen Ballage"
"CHI","1988-02-17","37","1737","QB","Case Keenum"
"NULL","1996-01-24","25","6469","TE","Davis Koppenhaver"
"NULL","1993-09-07","28","3722","RB","Don Jackson"
"NULL","NULL","NULL","7624","TE","Carson Williams"
"NULL","1995-03-26","26","5194","TE","Matt Flanagan"
"NULL","1995-06-23","28","6247","WR","Jason Moore"
"NULL","1989-10-06","30","2292","WR","Chris Matthews"
"NULL","1999-04-07","25","11495","WR","Bryan Thompson"
"CHI","2003-12-12","21","12519","WR","Luther Burden"
"NULL","1995-09-22","26","7425","RB","Patrick Carr"
"NULL","1998-03-11","26","7854","TE","Miller Forristall"
"NULL","NULL","NULL","7566","WR","Player Invalid"
"NULL","1996-02-01","27","5253","TE","Jordan Franks"
"GB","2001-06-16","24","9486","WR","Dontayvion Wicks"
"NULL","1990-11-19","33","1346","WR","Marquise Goodwin"
"NULL","1991-10-09","33","2949","RB","Synjyn Days"
"NULL","1984-01-31","37","200","TE","Vernon Davis"
"NULL","NULL","NULL","8650","WR","Lujuan Winningham"
"NULL","1992-03-19","26","2774","WR","Shakim Phillips"
"NULL","2001-08-03","24","13199","WR","Montorie Foster"
"KC","2003-04-11","22","12455","RB","Brashard Smith"
"BAL","1997-01-07","28","4881","QB","Lamar Jackson"
"NULL","2000-04-11","24","10870","RB","Deneric Prince"
"NULL","NULL","NULL","8244","RB","Player Invalid"
"NULL","1998-09-15","23","7860","WR","Osirus Mitchell"
"TB","2001-12-07","23","11618","WR","Jalen McMillan"
"NULL","1977-08-03","45","167","QB","Tom Brady"
"WAS","1995-12-26","29","4219","RB","Jeremy McNichols"
"LAC","NULL","NULL","13202","WR","Dalevon Campbell"
"CAR","NULL","NULL","12963","RB","Kayron Lynch-Adams"
"GB","1998-07-14","27","10983","QB","Sean Clifford"
"NULL","1988-04-15","29","2284","WR","Fred Williams"
"NULL","1991-02-07","30","1413","WR","Markus Wheaton"
"NULL","1993-03-16","28","3555","WR","Canaan Severin"
"NULL","1998-05-27","23","7272","TE","Dylan Stapleton"
"LAR","1992-12-24","32","2133","WR","Davante Adams"
"PIT","1983-12-02","41","96","QB","Aaron Rodgers"
"WAS","1996-01-15","29","5872","WR","Deebo Samuel"
"NULL","1998-12-08","26","8820","RB","Troy Hairston"
"NULL","1997-01-28","24","6492","WR","Terry Wright"
"NULL","1993-09-04","28","4042","RB","Joe Williams"
"NULL","1999-05-28","25","12408","QB","Michael Hiers"
"MIN","2002-09-25","22","12941","TE","Bryson Nesbit"
"NULL","1993-11-18","29","4420","WR","Cody Hollister"
"JAX","2000-12-27","24","9480","TE","Brenton Strange"
"NO","1999-09-28","25","12545","QB","Tyler Shough"
"NULL","1999-08-10","24","8198","WR","Charleston Rambo"
"NULL","1990-10-22","26","2090","TE","Ted Bolser"
"NYJ","1989-08-03","36","827","QB","Tyrod Taylor"
"NULL","1997-07-27","27","6352","RB","Matt Colburn"
"NULL","1993-06-24","30","2822","WR","Adam Humphries"
"NULL","1998-08-06","25","6985","WR","Dezmon Patmon"
"NULL","1996-08-27","25","6107","WR","Emmanuel Butler"
"NULL","1992-12-21","32","2787","WR","David Porter"
"TB","1995-04-14","30","4892","QB","Baker Mayfield"
"ARI","1995-05-05","30","4137","RB","James Conner"
"NULL","NULL","NULL","12277","QB","John Matocha"
"NULL","1994-10-05","27","5608","WR","Devonte Boyd"
"PHI","1999-11-14","25","10862","QB","Dorian Thompson-Robinson"
"NULL","1992-05-28","29","3640","RB","Soma Vainuku"
"NYJ","2000-08-11","24","8145","TE","Jeremy Ruckert"
"NO","2000-02-05","25","12068","TE","Mason Pline"
"NULL","1992-08-24","28","2506","RB","Josh Robinson"
"NULL","1994-12-30","27","4696","RB","Trey Edmunds"
"ATL","2000-04-29","25","11961","QB","Emory Jones"
